id,company_id,uuid,direccion,tipo,serie,folio,fecha_emision,version,subtotal,descuento,total,moneda,tipo_cambio,forma_pago,metodo_pago,exportacion,lugar_expedicion,confirmacion,emisor_id,receptor_id,receptor_uso_cfdi,xml_path,pdf_path,xml_filename,xml_hash,xml_size,cancelado,fecha_cancelacion,motivo_cancelacion,estatus,metadata,created_at,updated_at,deleted_at,source
36,1,87b7c0ee-15d6-46df-8dd7-968a4b3af6a6,emitido,N,2025,26,2026-01-05 16:46:11,4.0,4179.98,194.78,3985.20,MXN,,,PUE,01,94299,,3,24,CN01,cfdis/xml/emitidos/87B7C0EE-15D6-46DF-8DD7-968A4B3AF6A6.xml,,2026/01. enero/CSO1304138Z0/87b7c0ee-15d6-46df-8dd7-968a4b3af6a6.xml,d1e2f10c5d0c2013d88497ca860cbeaf7f4081c295817ffef0183354ffbdd206,6322,f,,,vigente,,2026-01-15 20:59:51,2026-01-15 20:59:51,,xml
37,1,e553a9da-2151-f447-a455-6e0462477481,recibido,I,B,20260105-8,2026-01-05 09:23:16,4.0,58194.18,0.00,67505.25,MXN,,03,PUE,01,32472,,8,1,G03,cfdis/xml/recibidos/E553A9DA-2151-F447-A455-6E0462477481.xml,,2026/01. enero/SCD110105654/e553a9da-2151-f447-a455-6e0462477481.xml,cd2c0f5c568053905990ead7b607c60f0211b1129c0decccc2b5a0fa78c4897b,5130,f,,,vigente,,2026-01-15 20:59:51,2026-01-15 20:59:51,,xml
38,1,3b657395-6a5d-2e4a-8a00-22ae21245733,recibido,I,B,20260105-9,2026-01-05 09:28:36,4.0,2750.00,0.00,3190.00,MXN,,03,PUE,01,32472,,8,1,G03,cfdis/xml/recibidos/3B657395-6A5D-2E4A-8A00-22AE21245733.xml,,2026/01. enero/SCD110105654/3b657395-6a5d-2e4a-8a00-22ae21245733.xml,2e39faf1b59256a15d98ca10bed337e5cf1c54d9ba7e4128877105d3dfd6449a,5134,f,,,vigente,,2026-01-15 20:59:51,2026-01-15 20:59:51,,xml
39,1,abb77b1d-1acb-4b5d-a39d-f1be90a3a98c,recibido,I,,1912,2026-01-05 10:38:15,4.0,3800.00,0.00,4408.00,MXN,,03,PUE,01,94294,,9,1,G03,cfdis/xml/recibidos/ABB77B1D-1ACB-4B5D-A39D-F1BE90A3A98C.xml,,2026/01. enero/CDA090309NE9/abb77b1d-1acb-4b5d-a39d-f1be90a3a98c.xml,b533822001bc29d7abee8e7f7dd763d9c7657a07f6321e6172185b26ca9ff9cf,5139,f,,,vigente,,2026-01-15 20:59:51,2026-01-15 20:59:51,,xml
40,1,f8e4db28-266f-f647-89d3-72df2174f96a,recibido,I,F,1190,2026-01-05 10:39:28,4.0,1504.00,0.00,1584.21,MXN,,03,PUE,01,44990,,10,1,G03,cfdis/xml/recibidos/F8E4DB28-266F-F647-89D3-72DF2174F96A.xml,,2026/01. enero/JIPA810407KW4/f8e4db28-266f-f647-89d3-72df2174f96a.xml,0cae51d659d1cade6348cd1ea1e50e278bbb14225783ea12acf8103d01ee5b56,5409,f,,,vigente,,2026-01-15 20:59:51,2026-01-15 20:59:51,,xml
41,1,dbeffa24-c42b-4ca6-a765-31124c64aff4,recibido,I,A,417,2026-01-05 13:41:07,4.0,15750.00,0.00,18270.00,MXN,,03,PUE,01,94294,,11,1,G03,cfdis/xml/recibidos/DBEFFA24-C42B-4CA6-A765-31124C64AFF4.xml,,2026/01. enero/DDC200212JD8/dbeffa24-c42b-4ca6-a765-31124c64aff4.xml,0c97d25f32c120c1fbae20fac5f99d27c1e9fde5fd3d11f02e49f04beebfade6,5274,f,,,vigente,,2026-01-15 20:59:51,2026-01-15 20:59:51,,xml
42,1,c133c9d0-9395-0b40-9c3a-87bdc7b6d224,emitido,I,A,66712,2026-01-05 13:21:56,4.0,11983.50,0.00,13900.86,MXN,,99,PPD,01,94299,,3,25,G03,cfdis/xml/emitidos/C133C9D0-9395-0B40-9C3A-87BDC7B6D224.xml,,2026/01. enero/CSO1304138Z0/c133c9d0-9395-0b40-9c3a-87bdc7b6d224.xml,ecebfb85ce98287d7b7c8947b0904536f788e421b10cc54ce393f0062431a600,5200,f,,,vigente,,2026-01-15 20:59:51,2026-01-15 20:59:51,,xml
43,1,6c048bdd-c06d-f54a-ac88-b4dde58a29bd,emitido,I,A,66678,2026-01-05 09:19:56,4.0,768.00,0.00,890.88,MXN,,03,PUE,01,94299,,3,26,G03,cfdis/xml/emitidos/6C048BDD-C06D-F54A-AC88-B4DDE58A29BD.xml,,2026/01. enero/CSO1304138Z0/6c048bdd-c06d-f54a-ac88-b4dde58a29bd.xml,2a33576b62104901334653d6603d10bbfb84ccfe5e3922dc4721a1eff0768713,5176,f,,,vigente,,2026-01-15 20:59:51,2026-01-15 20:59:51,,xml
44,1,90bb132a-62a4-6e41-9457-b01a27a98d1c,emitido,I,A,66657,2026-01-05 11:00:57,4.0,3899.00,0.00,4522.84,MXN,,04,PUE,01,94299,,3,27,G03,cfdis/xml/emitidos/90BB132A-62A4-6E41-9457-B01A27A98D1C.xml,,2026/01. enero/CSO1304138Z0/90bb132a-62a4-6e41-9457-b01a27a98d1c.xml,a04cf862291dc99ac2248e8ce8bd1b1bb7387c089624d4503975b961b78b48ca,5188,f,,,vigente,,2026-01-15 20:59:51,2026-01-15 20:59:51,,xml
45,1,b5bfbccf-ced9-654f-8e4a-0196c550bb98,emitido,I,A,66699,2026-01-05 11:05:01,4.0,1999.00,0.00,2318.84,MXN,,03,PUE,01,94299,,3,28,G03,cfdis/xml/emitidos/B5BFBCCF-CED9-654F-8E4A-0196C550BB98.xml,,2026/01. enero/CSO1304138Z0/b5bfbccf-ced9-654f-8e4a-0196c550bb98.xml,721fa28ad8403d88fe074320c81accf9328a5f64018d9eaada473ea7e2d5c2fe,5233,f,,,vigente,,2026-01-15 20:59:51,2026-01-15 20:59:51,,xml
46,1,86d4717d-3d9f-e945-98e0-92c5a43fd7e2,emitido,I,A,66562,2026-01-05 11:20:33,4.0,939.00,0.00,1089.24,MXN,,03,PUE,01,94299,,3,29,G03,cfdis/xml/emitidos/86D4717D-3D9F-E945-98E0-92C5A43FD7E2.xml,,2026/01. enero/CSO1304138Z0/86d4717d-3d9f-e945-98e0-92c5a43fd7e2.xml,83811cee6e918c800f1fa5f90728061a8a8581198e0c70027e1d03fa83d2b3b2,5274,f,,,vigente,,2026-01-15 20:59:51,2026-01-15 20:59:51,,xml
47,1,076186e7-cdfd-d047-8b32-b0c4de1eb96b,emitido,I,A,66677,2026-01-05 11:32:32,4.0,289.00,0.00,335.24,MXN,,03,PUE,01,94299,,3,30,G03,cfdis/xml/emitidos/076186E7-CDFD-D047-8B32-B0C4DE1EB96B.xml,,2026/01. enero/CSO1304138Z0/076186e7-cdfd-d047-8b32-b0c4de1eb96b.xml,cbfd74664878d1474ef0de09f79c3f6f87d9aaf89b4c78f3ecb9d6804b439e08,5270,f,,,vigente,,2026-01-15 20:59:51,2026-01-15 20:59:51,,xml
48,1,52f2093d-7154-6046-aa1a-7d3b717fa069,emitido,I,A,66696,2026-01-05 11:53:49,4.0,289.00,0.00,335.24,MXN,,28,PUE,01,94299,,3,31,G03,cfdis/xml/emitidos/52F2093D-7154-6046-AA1A-7D3B717FA069.xml,,2026/01. enero/CSO1304138Z0/52f2093d-7154-6046-aa1a-7d3b717fa069.xml,ae875a121e4c001d38b31e9d4889a96de5bbbf6e16cc5bddfec97725fb74680c,5220,f,,,vigente,,2026-01-15 20:59:51,2026-01-15 20:59:51,,xml
49,1,5735d3ce-cb8e-9243-bfe9-84a2152ba48a,emitido,I,A,66663,2026-01-05 12:28:26,4.0,487415.00,0.00,565401.40,MXN,,99,PPD,01,94299,,3,32,G03,cfdis/xml/emitidos/5735D3CE-CB8E-9243-BFE9-84A2152BA48A.xml,,2026/01. enero/CSO1304138Z0/5735d3ce-cb8e-9243-bfe9-84a2152ba48a.xml,795d398e0a62a74164c4fa034e6a190b468ff91bfbaf29be3ecad03fa4ea8c48,5800,f,,,vigente,,2026-01-15 20:59:51,2026-01-15 20:59:51,,xml
